0.235937, -0.017939, 6.131444, 7.155503, -1.076054, 6.131444, 10.691037, 2.459480, 0.785398, 1.178100
0.472991, -0.073397, 5.975310, 7.143849, -2.194635, 5.975310, 10.679383, 1.340899, 0.785398, 1.678100
0.709864, -0.170768, 5.811045, 6.944042, -3.354325, 5.811045, 10.479575, 0.181209, 0.785398, 2.078100
0.904746, -0.288974, 5.664886, 6.608804, -4.346525, 5.664886, 10.144338, -0.810991, 0.785398, 2.378100
1.102293, -0.455779, 5.499048, 6.058277, -5.399282, 5.499048, 9.593811, -1.863748, 0.785398, 2.678100
1.282120, -0.665966, 5.349732, 5.447558, -6.291722, 5.349732, 8.983092, -2.756188, 0.785398, 2.956200
1.530052, -1.073733, 5.182445, 4.700608, -7.314533, 5.182445, 8.236142, -3.778999, 0.785398, 3.356200
1.810730, -1.746184, 5.052105, 4.143266, -8.346129, 5.052105, 7.678800, -4.810595, 0.785398, 3.856200
2.121833, -2.722364, 5.010482, 4.177718, -9.413652, 5.010482, 7.713252, -5.878118, 0.785398, 4.433669
2.476795, -3.782266, 5.075540, 4.963347, -10.325741, 5.075540, 8.498881, -6.790207, 0.785398, 4.966077
2.774981, -4.473988, 5.171921, 5.879685, -10.747808, 5.171921, 9.415219, -7.212274, 0.785398, 5.321273
3.124345, -5.074621, 5.317749, 7.107750, -10.830704, 5.317749, 10.643284, -7.295170, 0.785398, 5.698369
3.421847, -5.446125, 5.465763, 8.210571, -10.551820, 5.465763, 11.746105, -7.016286, 0.785398, 5.998369
3.724551, -5.719243, 5.642134, 9.334823, -9.905511, 5.642134, 12.870357, -6.369978, 0.785398, 6.298369
4.014955, -5.895094, 5.846862, 10.359137, -8.853363, 5.846862, 13.894670, -5.317829, 0.785398, 6.598369
4.296999, -5.992509, 6.051462, 11.109903, -7.600097, 6.051462, 14.645437, -4.064563, 0.785398, 6.876469
4.527737, -6.028900, 6.200671, 11.503921, -6.605844, 6.200671, 15.039455, -3.070310, 0.785398, 7.076469
