0.000000, 0.000000, 0.000000, 5.000000, 0.000000, 0.000000, 10.000000, 0.000000, 0.000000
2.406228, -3.800688, 0.000000, 6.836167, -1.482146, 0.482176, 10.903856, 1.425414, 0.620586
6.457560, -3.926462, 0.000000, 7.677035, 0.922547, 1.324416, 6.083554, 5.661831, 1.895150
6.730503, -1.234966, 0.000000, 1.843608, -0.177489, 2.928488, 3.917721, -4.727001, 5.140137
9.279086, 2.732166, 0.000000, 4.409019, 3.864617, 2.913120, 7.617596, 0.029903, 5.409122
9.744483, 7.037234, 0.000000, 5.036613, 5.353201, 3.485116, 9.015022, 2.324627, 5.632521
14.131016, 8.986741, 0.000000, 9.746200, 6.583953, 3.642883, 14.407190, 4.774209, 5.912828
18.803348, 10.585009, 0.000000, 14.552532, 7.952413, 3.696094, 19.251602, 6.243981, 5.934475
19.403366, 9.215763, 0.000000, 14.714890, 7.478468, 3.496453, 17.511565, 3.333760, 5.305972
17.829650, 6.375506, 0.000000, 16.800635, 11.268473, 1.778081, 13.289301, 7.708903, 3.933812
17.196625, 6.937805, 0.000000, 13.717574, 10.528934, 2.340343, 13.699039, 5.528968, 4.708682
16.896716, 5.240561, 0.000000, 13.275637, 1.792694, 3.902492, 17.559837, -0.785217, 5.741498
