0.277832, -0.743489, 0.000000, 5.267003, -1.072374, 6.217361, 8.802537, 2.463159, 0.785398, 0.878100
0.588605, -1.575128, 0.000000, 5.540065, -2.270140, 6.143731, 9.075599, 1.265394, 0.785398, 1.278100
0.866588, -2.319022, 0.000000, 5.761572, -3.338397, 6.077871, 9.297106, 0.197137, 0.785398, 1.550812
1.263126, -3.283486, 0.000000, 6.040895, -4.757568, 5.983922, 9.576429, -1.222035, 0.785398, 1.872304
1.700337, -4.183499, 0.000000, 6.300076, -6.143702, 5.880336, 9.835610, -2.608168, 0.785398, 2.172304
2.185644, -4.969695, 0.000000, 6.567099, -7.378605, 5.780498, 10.102633, -3.843072, 0.785398, 2.450404
2.821178, -5.709909, 0.000000, 6.939451, -8.545367, 5.680215, 10.474985, -5.009833, 0.785398, 2.750404
3.572966, -6.338140, 0.000000, 7.411454, -9.542202, 5.587629, 10.946988, -6.006668, 0.785398, 3.050404
4.641751, -6.955685, 0.000000, 8.130354, -10.537535, 5.484600, 11.665888, -7.002001, 0.785398, 3.418298
5.841773, -7.436032, 0.000000, 8.959720, -11.344793, 5.385715, 12.495254, -7.809259, 0.785398, 3.818298
6.932128, -7.806572, 0.000000, 9.792632, -11.907489, 5.321454, 13.328166, -8.371955, 0.785398, 4.196398
7.989918, -8.221609, 0.000000, 10.774190, -12.374659, 5.302983, 14.309724, -8.839126, 0.785398, 4.596398
8.949294, -8.660330, 0.000000, 11.866780, -12.720905, 5.335417, 15.402314, -9.185372, 0.785398, 4.996398
9.810257, -9.122734, 0.000000, 13.055633, -12.926355, 5.418757, 16.591167, -9.390821, 0.785398, 5.396398
10.572806, -9.608823, 0.000000, 14.298068, -12.943852, 5.553003, 17.833602, -9.408318, 0.785398, 5.796398
11.170704, -10.012051, 0.000000, 15.298910, -12.833029, 5.683727, 18.834444, -9.297495, 0.785398, 6.174498
11.874379, -10.402561, 0.000000, 16.345202, -12.641255, 5.818951, 19.880736, -9.105721, 0.785398, 6.874498
11.618937, -9.682613, 0.000000, 15.625065, -12.674425, 5.641730, 19.160599, -9.138891, 0.785398, 8.374498
11.113822, -9.097602, 0.000000, 14.575605, -12.705379, 5.477139, 18.111139, -9.169845, 0.785398, 8.796398
10.615976, -8.540941, 0.000000, 13.543782, -12.594082, 5.337961, 17.079316, -9.058548, 0.785398, 9.174498
9.990438, -7.833569, 0.000000, 12.524822, -12.143662, 5.243947, 16.060356, -8.608128, 0.785398, 9.774498
9.470303, -7.226265, 0.000000, 12.489394, -11.211875, 5.360671, 16.024928, -7.676341, 0.785398, 10.574498
9.327401, -7.041616, 0.000000, 13.122241, -10.297256, 5.574116, 16.657775, -6.761723, 0.785398, 11.074498
9.313980, -7.001852, 0.000000, 13.793124, -9.223849, 5.822682, 17.328658, -5.688315, 0.785398, 11.474498
9.291528, -6.947517, 0.000000, 14.125506, -8.225274, 6.024767, 17.661039, -4.689740, 0.785398, 11.752598
9.205079, -6.810409, 0.000000, 14.188304, -7.219637, 6.201248, 17.723838, -3.684103, 0.785398, 11.984465
9.059409, -6.593294, 0.000000, 14.035665, -6.106595, 0.097494, 17.571199, -2.571061, 0.785398, 12.213254
